Entity,Code,Day,total_vaccinations_per_hundred
Afghanistan,AFG,2/22/2021,0
Afghanistan,AFG,2/28/2021,0.02
Afghanistan,AFG,3/16/2021,0.14
Afghanistan,AFG,4/7/2021,0.31
Afghanistan,AFG,4/22/2021,0.62
Afghanistan,AFG,5/11/2021,1.3
Afghanistan,AFG,5/20/2021,1.41
Afghanistan,AFG,5/24/2021,1.47
Afghanistan,AFG,5/26/2021,1.52
Afghanistan,AFG,5/27/2021,1.52
Afghanistan,AFG,5/30/2021,1.54
Afghanistan,AFG,6/2/2021,1.61
Afghanistan,AFG,6/3/2021,1.62
Afghanistan,AFG,6/8/2021,1.65
Afghanistan,AFG,6/14/2021,1.7
Afghanistan,AFG,6/22/2021,1.97
Afghanistan,AFG,6/27/2021,2.15
Afghanistan,AFG,6/30/2021,2.28
Afghanistan,AFG,7/5/2021,2.35
Afghanistan,AFG,7/7/2021,2.4
Afghanistan,AFG,7/11/2021,2.47
Afghanistan,AFG,7/14/2021,2.63
Afghanistan,AFG,7/18/2021,2.81
Afghanistan,AFG,7/24/2021,3.01
Afghanistan,AFG,7/27/2021,3.28
Afghanistan,AFG,7/29/2021,3.55
Afghanistan,AFG,8/1/2021,3.7
Afghanistan,AFG,8/9/2021,4.54
Afghanistan,AFG,8/11/2021,4.65
Africa,,1/9/2021,0
Africa,,1/13/2021,0
Africa,,1/15/2021,0
Africa,,1/16/2021,0
Africa,,1/19/2021,0
Africa,,1/20/2021,0
Africa,,1/22/2021,0
Africa,,1/23/2021,0
Africa,,1/24/2021,0
Africa,,1/25/2021,0
Africa,,1/26/2021,0
Africa,,1/27/2021,0
Africa,,1/28/2021,0
Africa,,1/29/2021,0
Africa,,1/30/2021,0.01
Africa,,1/31/2021,0.01
Africa,,2/1/2021,0.02
Africa,,2/2/2021,0.02
Africa,,2/3/2021,0.03
Africa,,2/4/2021,0.03
Africa,,2/5/2021,0.03
Africa,,2/6/2021,0.04
Africa,,2/8/2021,0.04
Africa,,2/9/2021,0.05
Africa,,2/10/2021,0.06
Africa,,2/11/2021,0.07
Africa,,2/12/2021,0.09
Africa,,2/13/2021,0.11
Africa,,2/15/2021,0.13
Africa,,2/16/2021,0.15
Africa,,2/17/2021,0.16
Africa,,2/18/2021,0.17
Africa,,2/19/2021,0.19
Africa,,2/20/2021,0.2
Africa,,2/21/2021,0.2
Africa,,2/22/2021,0.2
Africa,,2/23/2021,0.21
Africa,,2/24/2021,0.24
Africa,,2/25/2021,0.26
Africa,,2/26/2021,0.27
Africa,,2/27/2021,0.29
Africa,,2/28/2021,0.29
Africa,,3/1/2021,0.31
Africa,,3/2/2021,0.32
Africa,,3/3/2021,0.33
Africa,,3/4/2021,0.34
Africa,,3/5/2021,0.36
Africa,,3/6/2021,0.37
Africa,,3/7/2021,0.38
Africa,,3/8/2021,0.4
Africa,,3/9/2021,0.41
Africa,,3/10/2021,0.44
Africa,,3/11/2021,0.45
Africa,,3/12/2021,0.48
Africa,,3/13/2021,0.51
Africa,,3/14/2021,0.51
Africa,,3/15/2021,0.54
Africa,,3/16/2021,0.55
Africa,,3/17/2021,0.57
Africa,,3/18/2021,0.58
Africa,,3/19/2021,0.6
Africa,,3/20/2021,0.61
Africa,,3/21/2021,0.61
Africa,,3/22/2021,0.62
Africa,,3/23/2021,0.63
Africa,,3/24/2021,0.7
Africa,,3/25/2021,0.72
Africa,,3/26/2021,0.74
Africa,,3/27/2021,0.77
Africa,,3/28/2021,0.79
Africa,,3/29/2021,0.8
Africa,,3/30/2021,0.82
Africa,,3/31/2021,0.86
Africa,,4/1/2021,0.87
Africa,,4/2/2021,0.89
Africa,,4/3/2021,0.9
Africa,,4/4/2021,0.9
Africa,,4/5/2021,0.91
Africa,,4/6/2021,0.94
Africa,,4/7/2021,0.97
Africa,,4/8/2021,1.02
Africa,,4/9/2021,1.03
Africa,,4/10/2021,1.04
Africa,,4/11/2021,1.06
Africa,,4/12/2021,1.06
Africa,,4/13/2021,1.07
Africa,,4/14/2021,1.1
Africa,,4/15/2021,1.11
Africa,,4/16/2021,1.12
Africa,,4/17/2021,1.15
Africa,,4/18/2021,1.19
Africa,,4/19/2021,1.2
Africa,,4/20/2021,1.22
Africa,,4/21/2021,1.23
Africa,,4/22/2021,1.24
Africa,,4/23/2021,1.25
Africa,,4/24/2021,1.26
Africa,,4/25/2021,1.27
Africa,,4/26/2021,1.27
Africa,,4/27/2021,1.29
Africa,,4/28/2021,1.36
Africa,,4/29/2021,1.37
Africa,,4/30/2021,1.38
Africa,,5/1/2021,1.39
Africa,,5/2/2021,1.4
Africa,,5/3/2021,1.41
Africa,,5/4/2021,1.43
Africa,,5/5/2021,1.45
Africa,,5/6/2021,1.46
Africa,,5/7/2021,1.51
Africa,,5/8/2021,1.53
Africa,,5/9/2021,1.58
Africa,,5/10/2021,1.62
Africa,,5/11/2021,1.65
Africa,,5/12/2021,1.73
Africa,,5/13/2021,1.74
Africa,,5/14/2021,1.76
Africa,,5/15/2021,1.78
Africa,,5/16/2021,1.79
Africa,,5/17/2021,1.82
Africa,,5/18/2021,1.88
Africa,,5/19/2021,1.92
Africa,,5/20/2021,1.96
Africa,,5/21/2021,2.01
Africa,,5/22/2021,2.08
Africa,,5/23/2021,2.09
Africa,,5/24/2021,2.13
Africa,,5/25/2021,2.18
Africa,,5/26/2021,2.21
Africa,,5/27/2021,2.23
Africa,,5/28/2021,2.24
Africa,,5/29/2021,2.29
Africa,,5/30/2021,2.31
Africa,,5/31/2021,2.46
Africa,,6/1/2021,2.52
Africa,,6/2/2021,2.56
Africa,,6/3/2021,2.59
Africa,,6/4/2021,2.61
Africa,,6/5/2021,2.63
Africa,,6/6/2021,2.65
Africa,,6/7/2021,2.69
Africa,,6/8/2021,2.77
Africa,,6/9/2021,2.85
Africa,,6/10/2021,2.9
Africa,,6/11/2021,2.92
Africa,,6/12/2021,2.95
Africa,,6/13/2021,2.95
Africa,,6/14/2021,3.02
Africa,,6/15/2021,3.09
Africa,,6/16/2021,3.12
Africa,,6/17/2021,3.15
Africa,,6/18/2021,3.17
Africa,,6/19/2021,3.18
Africa,,6/20/2021,3.23
Africa,,6/21/2021,3.28
Africa,,6/22/2021,3.29
Africa,,6/23/2021,3.34
Africa,,6/24/2021,3.44
Africa,,6/25/2021,3.47
Africa,,6/26/2021,3.48
Africa,,6/27/2021,3.5
Africa,,6/28/2021,3.57
Africa,,6/29/2021,3.59
Africa,,6/30/2021,3.63
Africa,,7/1/2021,3.66
Africa,,7/2/2021,3.67
Africa,,7/3/2021,3.69
Africa,,7/4/2021,3.72
Africa,,7/5/2021,3.81
Africa,,7/6/2021,3.84
Africa,,7/7/2021,3.86
Africa,,7/8/2021,3.91
Africa,,7/9/2021,3.93
Africa,,7/10/2021,3.94
Africa,,7/11/2021,3.95
Africa,,7/12/2021,4.07
Africa,,7/13/2021,4.11
Africa,,7/14/2021,4.13
Africa,,7/15/2021,4.23
Africa,,7/16/2021,4.23
Africa,,7/17/2021,4.25
Africa,,7/18/2021,4.27
Africa,,7/19/2021,4.36
Africa,,7/20/2021,4.39
Africa,,7/21/2021,4.4
Africa,,7/22/2021,4.48
Africa,,7/23/2021,4.5
Africa,,7/24/2021,4.52
Africa,,7/25/2021,4.57
Africa,,7/26/2021,4.64
Africa,,7/27/2021,4.71
Africa,,7/28/2021,4.76
Africa,,7/29/2021,5.15
Africa,,7/30/2021,5.18
Africa,,7/31/2021,5.19
Africa,,8/1/2021,5.24
Africa,,8/2/2021,5.3
Africa,,8/3/2021,5.46
Africa,,8/4/2021,5.5
Africa,,8/5/2021,5.57
Africa,,8/6/2021,5.6
Africa,,8/7/2021,5.63
Africa,,8/8/2021,5.68
Africa,,8/9/2021,5.82
Africa,,8/10/2021,5.88
Africa,,8/11/2021,5.92
Africa,,8/12/2021,6.04
Africa,,8/13/2021,6.11
Africa,,8/14/2021,6.13
Africa,,8/15/2021,6.16
Africa,,8/16/2021,6.35
Africa,,8/17/2021,6.41
Africa,,8/18/2021,6.52
Africa,,8/19/2021,6.61
Africa,,8/20/2021,6.71
Albania,ALB,1/10/2021,0
Albania,ALB,1/12/2021,0
Albania,ALB,1/13/2021,0.01
Albania,ALB,1/14/2021,0.01
Albania,ALB,1/15/2021,0.01
Albania,ALB,1/16/2021,0.01
Albania,ALB,1/17/2021,0.01
Albania,ALB,1/18/2021,0.02
Albania,ALB,1/19/2021,0.02
Albania,ALB,1/20/2021,0.02
Albania,ALB,1/21/2021,0.02
Albania,ALB,2/2/2021,0.02
Albania,ALB,2/9/2021,0.04
Albania,ALB,2/17/2021,0.06
Albania,ALB,2/18/2021,0.11
Albania,ALB,2/19/2021,0.15
Albania,ALB,2/22/2021,0.23
Albania,ALB,2/25/2021,0.35
Albania,ALB,3/1/2021,0.5
Albania,ALB,3/3/2021,0.55
Albania,ALB,3/10/2021,0.75
Albania,ALB,3/12/2021,0.82
Albania,ALB,3/17/2021,1.16
Albania,ALB,3/22/2021,1.68
Albania,ALB,3/23/2021,1.8
Albania,ALB,3/24/2021,1.88
Albania,ALB,3/25/2021,2.06
Albania,ALB,3/26/2021,2.16
Albania,ALB,3/27/2021,2.23
Albania,ALB,3/28/2021,2.71
Albania,ALB,3/30/2021,4.15
Albania,ALB,3/31/2021,4.82
Albania,ALB,4/1/2021,5.4
Albania,ALB,4/2/2021,5.99
Albania,ALB,4/3/2021,6.45
Albania,ALB,4/4/2021,6.7
Albania,ALB,4/5/2021,7.18
Albania,ALB,4/6/2021,7.7
Albania,ALB,4/7/2021,8.07
Albania,ALB,4/8/2021,8.43
Albania,ALB,4/9/2021,8.71
Albania,ALB,4/10/2021,8.92
Albania,ALB,4/12/2021,9.3
Albania,ALB,4/13/2021,9.77
Albania,ALB,4/15/2021,10.58
Albania,ALB,4/16/2021,10.93
Albania,ALB,4/17/2021,11.29
Albania,ALB,4/18/2021,11.57
Albania,ALB,4/19/2021,12.02
Albania,ALB,4/20/2021,12.16
Albania,ALB,4/21/2021,12.93
Albania,ALB,4/22/2021,13.31
Albania,ALB,4/23/2021,13.6
Albania,ALB,4/24/2021,13.9
Albania,ALB,4/26/2021,14.2
Albania,ALB,4/27/2021,14.49
Albania,ALB,4/28/2021,15.07
Albania,ALB,4/29/2021,15.75
Albania,ALB,4/30/2021,16.57
Albania,ALB,5/1/2021,17.17
Albania,ALB,5/3/2021,17.98
Albania,ALB,5/4/2021,18.67
Albania,ALB,5/5/2021,19.34
Albania,ALB,5/6/2021,19.88
Albania,ALB,5/7/2021,20.35
Albania,ALB,5/8/2021,20.74
Albania,ALB,5/9/2021,20.85
Albania,ALB,5/10/2021,21.3
Albania,ALB,5/11/2021,21.63
Albania,ALB,5/12/2021,21.98
Albania,ALB,5/13/2021,22.18
Albania,ALB,5/14/2021,22.7
Albania,ALB,5/17/2021,23.63
Albania,ALB,5/18/2021,23.94
Albania,ALB,5/19/2021,24.25
Albania,ALB,5/20/2021,24.45
Albania,ALB,5/21/2021,24.63
Albania,ALB,5/23/2021,24.9
Albania,ALB,5/24/2021,25.2
Albania,ALB,5/26/2021,26.03
Albania,ALB,5/27/2021,26.38
Albania,ALB,5/30/2021,26.83
Albania,ALB,5/31/2021,26.98
Albania,ALB,6/1/2021,27.12
Albania,ALB,6/3/2021,27.36
Albania,ALB,6/6/2021,27.75
Albania,ALB,6/7/2021,27.93
Albania,ALB,6/8/2021,28.15
Albania,ALB,6/9/2021,28.37
Albania,ALB,6/10/2021,28.6
Albania,ALB,6/11/2021,28.85
Albania,ALB,6/12/2021,29.01
Albania,ALB,6/13/2021,29.06
Albania,ALB,6/14/2021,29.28
Albania,ALB,6/15/2021,29.48
Albania,ALB,6/16/2021,29.68
Albania,ALB,6/17/2021,29.98
Albania,ALB,6/20/2021,30.61
Albania,ALB,6/21/2021,30.93
Albania,ALB,6/22/2021,31.32
Albania,ALB,6/23/2021,31.72
Albania,ALB,6/24/2021,32.07
Albania,ALB,6/28/2021,32.78
Albania,ALB,6/29/2021,33.2
Albania,ALB,6/30/2021,33.64
Albania,ALB,7/1/2021,33.86
Albania,ALB,7/2/2021,34.11
Albania,ALB,7/4/2021,34.35
Albania,ALB,7/5/2021,34.54
Albania,ALB,7/6/2021,34.75
Albania,ALB,7/7/2021,34.95
Albania,ALB,7/8/2021,35.14
Albania,ALB,7/9/2021,35.32
Albania,ALB,7/10/2021,35.49
Albania,ALB,7/11/2021,35.54
Albania,ALB,7/12/2021,35.76
Albania,ALB,7/13/2021,35.99
Albania,ALB,7/14/2021,36.26
Albania,ALB,7/15/2021,36.56
Albania,ALB,7/16/2021,36.84
Albania,ALB,7/17/2021,37.08
Albania,ALB,7/18/2021,37.16
Albania,ALB,7/20/2021,37.61
Albania,ALB,7/21/2021,38.07
Albania,ALB,7/22/2021,38.56
Albania,ALB,7/25/2021,39.57
Albania,ALB,7/29/2021,41
Albania,ALB,7/30/2021,41.38
Albania,ALB,7/31/2021,41.66
Albania,ALB,8/1/2021,41.81
Albania,ALB,8/2/2021,42.14
Albania,ALB,8/3/2021,42.45
Albania,ALB,8/4/2021,42.72
Albania,ALB,8/5/2021,43.02
Albania,ALB,8/8/2021,43.78
Albania,ALB,8/10/2021,44.49
Albania,ALB,8/13/2021,45.52
Albania,ALB,8/15/2021,45.91
Albania,ALB,8/16/2021,46.24
Albania,ALB,8/17/2021,46.58
Algeria,DZA,1/29/2021,0
Algeria,DZA,1/30/2021,0
Algeria,DZA,2/19/2021,0.17
Algeria,DZA,7/29/2021,9.45
Andorra,AND,1/25/2021,0.75
Andorra,AND,2/1/2021,1.34
Andorra,AND,2/10/2021,1.67
Andorra,AND,2/12/2021,2.1
Andorra,AND,2/19/2021,2.77
Andorra,AND,2/24/2021,3.09
Andorra,AND,2/26/2021,3.27
Andorra,AND,3/8/2021,4.67
Andorra,AND,3/10/2021,6.36
Andorra,AND,3/15/2021,10.82
Andorra,AND,3/19/2021,12.02
Andorra,AND,4/4/2021,16.1
Andorra,AND,4/5/2021,19.76
Andorra,AND,4/11/2021,22.12
Andorra,AND,4/12/2021,24.67
Andorra,AND,4/19/2021,34.19
Andorra,AND,4/26/2021,36.89
Andorra,AND,5/3/2021,37.38
Andorra,AND,5/10/2021,40.94
Andorra,AND,5/17/2021,41.83
Andorra,AND,5/31/2021,46.48
Andorra,AND,6/7/2021,53.68
Andorra,AND,6/14/2021,66.15
Andorra,AND,6/21/2021,81.88
Andorra,AND,6/28/2021,88.43
Andorra,AND,7/12/2021,90.62
Andorra,AND,7/19/2021,106.58
Andorra,AND,8/1/2021,111.72
Andorra,AND,8/15/2021,118.63
Angola,AGO,3/1/2021,0
Angola,AGO,3/8/2021,0.02
Angola,AGO,3/18/2021,0.15
Angola,AGO,3/24/2021,0.26
Angola,AGO,3/29/2021,0.4
Angola,AGO,4/6/2021,0.55
Angola,AGO,4/11/2021,0.75
Angola,AGO,4/19/2021,1.2
Angola,AGO,4/23/2021,1.39
Angola,AGO,5/12/2021,1.91
Angola,AGO,5/18/2021,2.07
Angola,AGO,5/21/2021,2.3
Angola,AGO,5/26/2021,2.62
Angola,AGO,5/31/2021,2.77
Angola,AGO,6/8/2021,3.4
Angola,AGO,6/10/2021,3.72
Angola,AGO,6/15/2021,4
Angola,AGO,6/20/2021,4.2
Angola,AGO,6/24/2021,4.36
Angola,AGO,6/28/2021,4.53
Angola,AGO,7/5/2021,4.6
Angola,AGO,7/12/2021,4.74
Angola,AGO,7/19/2021,4.85
Angola,AGO,8/3/2021,5.11
Angola,AGO,8/9/2021,5.16
Angola,AGO,8/16/2021,5.26
Angola,AGO,8/20/2021,5.34
Anguilla,AIA,2/4/2021,0
Anguilla,AIA,2/13/2021,8.94
Anguilla,AIA,2/14/2021,18.41
Anguilla,AIA,2/26/2021,26.19
Anguilla,AIA,3/9/2021,31.33
Anguilla,AIA,3/13/2021,33.33
Anguilla,AIA,3/19/2021,35.65
Anguilla,AIA,4/12/2021,38.89
Anguilla,AIA,4/22/2021,45.98
Anguilla,AIA,5/17/2021,88.22
Anguilla,AIA,5/28/2021,96.27
Anguilla,AIA,6/4/2021,97.03
Anguilla,AIA,6/11/2021,99.57
Anguilla,AIA,6/18/2021,101.31
Anguilla,AIA,6/25/2021,105.25
Anguilla,AIA,7/2/2021,109.72
Anguilla,AIA,7/9/2021,112.99
Anguilla,AIA,7/16/2021,118.7
Anguilla,AIA,7/23/2021,119.99
Anguilla,AIA,7/30/2021,121.27
Anguilla,AIA,8/6/2021,123.03
Antigua and Barbuda,ATG,2/16/2021,0
Antigua and Barbuda,ATG,3/15/2021,24.68
Antigua and Barbuda,ATG,3/19/2021,26.22
Antigua and Barbuda,ATG,3/25/2021,26.98
Antigua and Barbuda,ATG,3/31/2021,27.4
Antigua and Barbuda,ATG,4/3/2021,27.6
Antigua and Barbuda,ATG,4/14/2021,28.18
Antigua and Barbuda,ATG,4/16/2021,29.02
Antigua and Barbuda,ATG,4/17/2021,29.24
Antigua and Barbuda,ATG,4/22/2021,30.38
Antigua and Barbuda,ATG,5/7/2021,31.74
Antigua and Barbuda,ATG,5/11/2021,31.92
Antigua and Barbuda,ATG,5/17/2021,35.17
Antigua and Barbuda,ATG,5/21/2021,40.36
Antigua and Barbuda,ATG,5/25/2021,42.9
Antigua and Barbuda,ATG,5/26/2021,45.17
Antigua and Barbuda,ATG,5/27/2021,46.91
Antigua and Barbuda,ATG,5/29/2021,49.37
Antigua and Barbuda,ATG,5/31/2021,51.39
Antigua and Barbuda,ATG,6/3/2021,52.91
Antigua and Barbuda,ATG,6/6/2021,56.75
Antigua and Barbuda,ATG,6/7/2021,58.48
Antigua and Barbuda,ATG,6/9/2021,59.3
Antigua and Barbuda,ATG,6/12/2021,59.97
Antigua and Barbuda,ATG,6/15/2021,60.84
Antigua and Barbuda,ATG,6/17/2021,63.52
Antigua and Barbuda,ATG,6/20/2021,64.14
Antigua and Barbuda,ATG,6/29/2021,65.35
Antigua and Barbuda,ATG,7/1/2021,65.82
Antigua and Barbuda,ATG,7/4/2021,66.06
Antigua and Barbuda,ATG,7/6/2021,66.19
Antigua and Barbuda,ATG,7/8/2021,66.45
Antigua and Barbuda,ATG,7/9/2021,66.72
Antigua and Barbuda,ATG,7/13/2021,67.05
Antigua and Barbuda,ATG,7/15/2021,67.15
Antigua and Barbuda,ATG,7/18/2021,67.52
Antigua and Barbuda,ATG,7/20/2021,67.81
Antigua and Barbuda,ATG,7/21/2021,67.93
Antigua and Barbuda,ATG,7/22/2021,69.28
Antigua and Barbuda,ATG,7/25/2021,69.72
Antigua and Barbuda,ATG,7/28/2021,70.17
Antigua and Barbuda,ATG,7/29/2021,70.31
Antigua and Barbuda,ATG,8/2/2021,70.76
Antigua and Barbuda,ATG,8/4/2021,70.99
Antigua and Barbuda,ATG,8/7/2021,71.38
Antigua and Barbuda,ATG,8/10/2021,71.5
Antigua and Barbuda,ATG,8/14/2021,72.57
Antigua and Barbuda,ATG,8/16/2021,72.95
Argentina,ARG,12/29/2020,0
Argentina,ARG,12/31/2020,0.07
Argentina,ARG,1/4/2021,0.09
Argentina,ARG,1/8/2021,0.24
Argentina,ARG,1/13/2021,0.37
Argentina,ARG,1/15/2021,0.44
Argentina,ARG,1/20/2021,0.55
Argentina,ARG,1/21/2021,0.59
Argentina,ARG,1/22/2021,0.62
Argentina,ARG,1/23/2021,0.64
Argentina,ARG,1/24/2021,0.65
Argentina,ARG,1/25/2021,0.65
Argentina,ARG,1/26/2021,0.68
Argentina,ARG,1/27/2021,0.7
Argentina,ARG,1/28/2021,0.73
Argentina,ARG,1/29/2021,0.76
Argentina,ARG,1/30/2021,0.81
Argentina,ARG,2/1/2021,0.83
Argentina,ARG,2/3/2021,0.88
Argentina,ARG,2/4/2021,0.98
Argentina,ARG,2/6/2021,1.04
Argentina,ARG,2/7/2021,1.11
Argentina,ARG,2/8/2021,1.13
Argentina,ARG,2/9/2021,1.14
Argentina,ARG,2/10/2021,1.18
Argentina,ARG,2/11/2021,1.27
Argentina,ARG,2/12/2021,1.31
Argentina,ARG,2/13/2021,1.34
Argentina,ARG,2/14/2021,1.35
Argentina,ARG,2/15/2021,1.35
Argentina,ARG,2/16/2021,1.35
Argentina,ARG,2/17/2021,1.35
Argentina,ARG,2/18/2021,1.41
Argentina,ARG,2/19/2021,1.48
Argentina,ARG,2/20/2021,1.56
Argentina,ARG,2/21/2021,1.59
Argentina,ARG,2/22/2021,1.6
Argentina,ARG,2/23/2021,1.65
Argentina,ARG,2/24/2021,1.73
Argentina,ARG,2/25/2021,1.84
Argentina,ARG,2/26/2021,2
Argentina,ARG,2/27/2021,2.18
Argentina,ARG,2/28/2021,2.27
Argentina,ARG,3/1/2021,2.32
Argentina,ARG,3/2/2021,2.49
Argentina,ARG,3/3/2021,2.61
Argentina,ARG,3/4/2021,2.77
Argentina,ARG,3/5/2021,3
Argentina,ARG,3/7/2021,3.38
Argentina,ARG,3/8/2021,3.42
Argentina,ARG,3/9/2021,3.65
Argentina,ARG,3/10/2021,3.93
Argentina,ARG,3/11/2021,4.25
Argentina,ARG,3/12/2021,4.64
Argentina,ARG,3/13/2021,5.08
Argentina,ARG,3/14/2021,5.27
Argentina,ARG,3/15/2021,5.32
Argentina,ARG,3/16/2021,5.62
Argentina,ARG,3/17/2021,5.9
Argentina,ARG,3/18/2021,6.21
Argentina,ARG,3/19/2021,6.5
Argentina,ARG,3/20/2021,6.78
Argentina,ARG,3/21/2021,6.9
Argentina,ARG,3/22/2021,6.95
Argentina,ARG,3/23/2021,7.17
Argentina,ARG,3/24/2021,7.37
Argentina,ARG,3/25/2021,7.45
Argentina,ARG,3/26/2021,7.69
Argentina,ARG,3/27/2021,7.9
Argentina,ARG,3/28/2021,8.02
Argentina,ARG,3/29/2021,8.07
Argentina,ARG,3/30/2021,8.29
Argentina,ARG,3/31/2021,8.61
Argentina,ARG,4/1/2021,8.9
Argentina,ARG,4/2/2021,9.12
Argentina,ARG,4/3/2021,9.25
Argentina,ARG,4/4/2021,9.37
Argentina,ARG,4/5/2021,9.43
Argentina,ARG,4/6/2021,9.74
Argentina,ARG,4/7/2021,10.12
Argentina,ARG,4/8/2021,10.56
Argentina,ARG,4/9/2021,10.97
Argentina,ARG,4/10/2021,11.51
Argentina,ARG,4/11/2021,11.76
Argentina,ARG,4/12/2021,11.93
Argentina,ARG,4/13/2021,12.33
Argentina,ARG,4/14/2021,12.73
Argentina,ARG,4/15/2021,13.13
Argentina,ARG,4/16/2021,13.48
Argentina,ARG,4/17/2021,13.78
Argentina,ARG,4/18/2021,13.91
Argentina,ARG,4/19/2021,14.02
Argentina,ARG,4/20/2021,14.23
Argentina,ARG,4/21/2021,14.49
Argentina,ARG,4/22/2021,14.81
Argentina,ARG,4/23/2021,15.06
Argentina,ARG,4/24/2021,15.53
Argentina,ARG,4/25/2021,15.79
Argentina,ARG,4/26/2021,15.96
Argentina,ARG,4/27/2021,16.34
Argentina,ARG,4/28/2021,16.72
Argentina,ARG,4/29/2021,17.07
Argentina,ARG,4/30/2021,17.4
Argentina,ARG,5/1/2021,17.64
Argentina,ARG,5/2/2021,17.7
Argentina,ARG,5/3/2021,17.79
Argentina,ARG,5/4/2021,18.14
Argentina,ARG,5/5/2021,18.57
Argentina,ARG,5/6/2021,19.01
Argentina,ARG,5/7/2021,19.52
Argentina,ARG,5/8/2021,19.92
Argentina,ARG,5/9/2021,20.1
Argentina,ARG,5/10/2021,20.18
Argentina,ARG,5/11/2021,20.44
Argentina,ARG,5/12/2021,20.76
Argentina,ARG,5/13/2021,21.11
Argentina,ARG,5/14/2021,21.47
Argentina,ARG,5/15/2021,21.82
Argentina,ARG,5/16/2021,21.97
Argentina,ARG,5/17/2021,22.13
Argentina,ARG,5/18/2021,22.55
Argentina,ARG,5/19/2021,22.98
Argentina,ARG,5/20/2021,23.34
Argentina,ARG,5/21/2021,23.8
Argentina,ARG,5/22/2021,24.25
Argentina,ARG,5/23/2021,24.49
Argentina,ARG,5/24/2021,24.67
Argentina,ARG,5/25/2021,24.87
Argentina,ARG,5/26/2021,25.07
Argentina,ARG,5/27/2021,25.45
Argentina,ARG,5/28/2021,25.84
Argentina,ARG,5/29/2021,26.34
Argentina,ARG,5/30/2021,26.82
Argentina,ARG,5/31/2021,27.12
Argentina,ARG,6/1/2021,27.65
Argentina,ARG,6/2/2021,28.32
Argentina,ARG,6/3/2021,28.94
Argentina,ARG,6/4/2021,29.59
Argentina,ARG,6/5/2021,30.38
Argentina,ARG,6/6/2021,31.18
Argentina,ARG,6/7/2021,31.72
Argentina,ARG,6/8/2021,32.45
Argentina,ARG,6/9/2021,33.22
Argentina,ARG,6/10/2021,33.97
Argentina,ARG,6/11/2021,34.8
Argentina,ARG,6/12/2021,35.63
Argentina,ARG,6/13/2021,36.04
Argentina,ARG,6/14/2021,36.25
Argentina,ARG,6/15/2021,36.83
Argentina,ARG,6/16/2021,37.34
Argentina,ARG,6/17/2021,38
Argentina,ARG,6/18/2021,38.67
Argentina,ARG,6/19/2021,39.47
Argentina,ARG,6/20/2021,40.02
Argentina,ARG,6/21/2021,40.27
Argentina,ARG,6/22/2021,40.67
Argentina,ARG,6/23/2021,41.26
Argentina,ARG,6/24/2021,41.87
Argentina,ARG,6/25/2021,42.49
Argentina,ARG,6/26/2021,43.14
Argentina,ARG,6/27/2021,43.7
Argentina,ARG,6/28/2021,44.14
Argentina,ARG,6/29/2021,44.74
Argentina,ARG,6/30/2021,45.45
Argentina,ARG,7/1/2021,46.26
Argentina,ARG,7/2/2021,47.15
Argentina,ARG,7/3/2021,48.19
Argentina,ARG,7/4/2021,49.08
Argentina,ARG,7/5/2021,49.66
Argentina,ARG,7/6/2021,50.48
Argentina,ARG,7/7/2021,51.59
Argentina,ARG,7/8/2021,52.49
Argentina,ARG,7/9/2021,53.21
Argentina,ARG,7/10/2021,54.25
Argentina,ARG,7/11/2021,54.47
Argentina,ARG,7/12/2021,55.01
Argentina,ARG,7/13/2021,55.88
Argentina,ARG,7/14/2021,56.9
Argentina,ARG,7/15/2021,57.83
Argentina,ARG,7/16/2021,58.66
Argentina,ARG,7/17/2021,59.59
Argentina,ARG,7/18/2021,60.18
Argentina,ARG,7/19/2021,60.69
Argentina,ARG,7/20/2021,61.57
Argentina,ARG,7/21/2021,62.54
Argentina,ARG,7/22/2021,63.44
Argentina,ARG,7/23/2021,64.33
Argentina,ARG,7/24/2021,65.13
Argentina,ARG,7/25/2021,65.77
Argentina,ARG,7/26/2021,66.11
Argentina,ARG,7/27/2021,66.89
Argentina,ARG,7/28/2021,67.83
Argentina,ARG,7/29/2021,68.76
Argentina,ARG,7/30/2021,69.63
Argentina,ARG,7/31/2021,70.53
Argentina,ARG,8/1/2021,71.13
Argentina,ARG,8/2/2021,71.55
Argentina,ARG,8/3/2021,72.34
Argentina,ARG,8/4/2021,73.76
Argentina,ARG,8/5/2021,74.64
Argentina,ARG,8/6/2021,75.53
Argentina,ARG,8/7/2021,76.18
Argentina,ARG,8/8/2021,76.61
Argentina,ARG,8/9/2021,77.23
Argentina,ARG,8/10/2021,77.99
Argentina,ARG,8/12/2021,79.13
Argentina,ARG,8/13/2021,79.74
Argentina,ARG,8/14/2021,80.51
Argentina,ARG,8/15/2021,81.07
Argentina,ARG,8/16/2021,81.44
Argentina,ARG,8/17/2021,81.74
Argentina,ARG,8/18/2021,82.38
Argentina,ARG,8/19/2021,83.39
Argentina,ARG,8/20/2021,84.4
Armenia,ARM,3/31/2021,0.02
Armenia,ARM,5/9/2021,0.36
Armenia,ARM,5/16/2021,0.65
Armenia,ARM,5/23/2021,0.9
Armenia,ARM,5/30/2021,1.13
Armenia,ARM,6/6/2021,1.57
Armenia,ARM,6/14/2021,1.87
Armenia,ARM,6/20/2021,2.17
Armenia,ARM,6/27/2021,2.52
